Id,Sheep Breed,Any Diseases,Output
885,Bhakarwal,Nitrate poisoning,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.This might cause wool fibers to become brittle and break more easily.It can also cause discoloration of wool.The wool may be weaker, have more breaks, and be more prone to shrinkage during processing."
886,Bhakarwal,Ovine Johne's disease(OJD),"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.OJD can affect wool production in infected sheep. The disease causes severe wasting, which can lead to a decrease in body condition score and wool production. Additionally, the wool quality may be affected due to the poor nutrition of the infected sheep "
887,Bhakarwal,Oxalate poisoning,Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting
888,Bhakarwal,Perennial ryegrass,Generally white fleece occasionally coloured are observed.fleece is coarse and open. Few parts of the sheep including body and belly are sheared.it is known that the disease can cause a decrease in body condition score and wool production due to severe wasting
889,Bhakarwal,Phalaris poisoning,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.The wool may become coarse, brittle, and discolored, leading to reduced wool quality."
890,Bhakarwal,Phalaris staggers,Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.The disease might lead to abnormal wool growth or damage to the wool follicles.
891,Bhakarwal,Photosensitisation,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.In severe cases, the skin damage can lead to skin sloughing, which can further exacerbate the impact on wool production."
892,Bhakarwal,Pink eye,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.In some cases, the inflammation and discharge caused by the infection can also lead to wool staining, which can be difficult to remove and may affect the value of the wool."
893,Bhakarwal,Pneumonia,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.Pneumonia can also cause wool break in sheep, which is when thin, weak areas in the fibers cause the fleece to break apart when tugged."
894,Bhakarwal,Polioencephalomalacia,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.In severe cases of PEM, animals may be unable to stand or may have seizures, which can further compromise their ability to eat and drink and can lead to weight loss and decreased wool production."
895,Bhakarwal,Pregnancy toxaemia,Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.It yields Medium fine wool.The disease doesn't affect wool
896,Bhakarwal,Pulpy kidney(enterotoxaemia),Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.The disease might affect the wool follicles and cause wool breakage or loss
897,Bhakarwal,Pyrrolizidine alkaloid poisoning,Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.Pyrrolizidine alkaloid poisoning in sheep can result in lighter weight and decreased wool growth compared to sheep grazing on Echium-free pasture.
898,Bhakarwal,Scabby mouth,"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.The virus that causes scabby mouth can also cause lesions on other body parts, which may become susceptible to secondary bacterial invasion, further impacting the health and well-being of the sheep and potentially affecting wool production. "
899,Bhakarwal,Selenium deficiency(white muscle),"Generally white fleece occasionally coloured are observed.fleece is coarse and open.Few parts of the sheep including body and belly are sheared.Inadequate levels of selenium can result in a wool fleece that is lacking in its natural ""crimp,"" which is the natural wave or curl in the wool fibers. This can lead to a less valuable wool clip for farmers."
900,Bhakarwal,"Tapeworm cysts(bladder worm, sheep measles,hydatids)","Generally white fleece occasionally coloured are observed.fleece is coarse and open. Few parts of the sheep including body and belly are sheared.tapeworm cysts in sheep can affect wool quality and quantity indirectly through various mechanisms, including carcase condemnation, reduced animal value, stress, poor nutrition, changes in management practices, and human health risks"
